t_block_1	T_block_1	t_water_in	T_water_in	t_block_2	T_block_2	t_water_out	T_water_out	t_amb	T_amb	t_flow	V_flow	t_block_prob	V_block_prob	t_current_shunt	Current_shunt	t_diff_press	Diff_press
5464.826267719269	19.858813301154925	5461.735192060471	19.70713385900413	5463.281440258026	19.833645661078183	5460.191423654556	19.77705722636517	5466.376048326492	24.597054893650643	5453.990201950073	1.81437595	5455.532575845718	-5.23571665e-06	5457.086417198181	-0.02218187796	5458.624114990234	30.539985111111122
5478.738156080246	19.841772326511744	5475.648202896118	19.69285207829979	5477.193599700928	19.80678148277678	5474.103925228119	19.779379157553127	5480.272381782532	24.52146797647356	5467.9287803173065	1.80617673	5469.468381643295	-5.69361416e-06	5471.024930477142	-0.01902148412	5472.56879734993	30.58345955555556
5492.592694044113	19.852859265207037	5489.5224504470825	19.700541278674738	5491.050953626633	19.816383204392913	5488.000071525574	19.784692309633858	5494.140292644501	24.655845166268957	5481.814940929413	1.83104501	5483.356283903122	-4.90351496e-06	5484.905956745148	-0.0190753554	5486.44944357872	30.62148466666667
5506.464827775955	19.842318050704552	5503.381037473679	19.673187593835998	5504.91250705719	19.79802665358101	5501.859730958939	19.772405639000823	5507.996611118317	24.710325189119754	5495.677805423737	1.81633743	5497.23065328598	-5.0965481e-06	5498.7784605026245	-0.01629203756	5500.325690746307	30.583357777777778
5520.318964481354	19.839105484604058	5517.242548704147	19.68375477694992	5518.770264863968	19.809932291028105	5515.707716703415	19.76482717476142	5521.867690086365	24.72571484752379	5509.54542350769	1.82592265	5511.096761226654	-4.92146745e-06	5512.6276750564575	-0.018285245	5514.173104286194	31.037296888888896
5534.241756677628	19.818483739393173	5531.156602859497	19.677983370254935	5532.700920581818	19.788785287108336	5529.598272800446	19.774907766073387	5535.777132034302	24.839816039107134	5523.408385515213	1.82515157	5524.959906339645	-5.04267767e-06	5526.5019636154175	-0.01758492868	5528.049582242966	30.73960377777778
5548.138517618179	19.824659203922906	5545.0472407341	19.659554513133504	5546.601432323456	19.78456874800772	5543.501551628113	19.749435971246715	5549.680130004883	24.682048883003635	5537.314338445663	1.82252721	5538.866844892502	-5.10553292e-06	5540.416047096252	-0.02266672756	5541.961411476135	30.943698222222224
5562.053654670715	19.818983131157275	5558.950623750687	19.670778121672424	5560.498336076736	19.781518319600174	5557.402540445328	19.767622764033558	5563.601776123047	24.860826352861938	5551.21008348465	1.8351011	5552.766656398773	-4.5578492e-06	5554.307162284851	-0.02307973604	5555.859012365341	30.764869555555556
5575.959153652191	19.822028390103508	5572.873222351074	19.656231192902712	5574.421210050583	19.765681811738187	5571.322257757187	19.757794435646222	5577.503035068512	24.48072823033073	5565.150457859039	1.79623673	5566.697910308838	-5.75646509e-06	5568.238254785538	-0.01562766264	5569.775860786438	30.986570666666672
5589.848188400269	19.803275434101312	5586.761226654053	19.667099557987996	5588.3136439323425	19.771934559421688	5585.22274684906	19.764549160302707	5591.386205196381	24.722214725266006	5579.042863607407	1.80197849	5580.579819440842	-5.54098167e-06	5582.128317117691	-0.020691471920000003	5583.66846871376	30.78202488888889
5603.7429530620575	19.82158563068372	5600.662850141525	19.66945754560648	5602.1997792720795	19.791761060193778	5599.118897438049	19.7324126891513	5605.288316488266	24.906454337531837	5592.929157972336	1.8296514	5594.482068300247	-5.24469756e-06	5596.028369903564	-0.01738743332	5597.576792240143	30.828322222222226
5617.623730897903	19.810748308861623	5614.5366950035095	19.659412930932874	5616.078570365906	19.774925785503807	5612.992852449417	19.759671034639243	5619.171091556549	25.021521245260164	5606.813977241516	1.81548436	5608.356468439102	-4.63416777e-06	5609.904894351959	-0.01787226668	5611.448669672012	30.90593266666667
