t_block_1	T_block_1	t_water_in	T_water_in	t_block_2	T_block_2	t_water_out	T_water_out	t_amb	T_amb	t_flow	V_flow	t_block_prob	V_block_prob
7.216262340545654	20.49911085574372	8.7631254196167	20.426883861074877	10.308189392089844	20.59313742211944	11.855045795440674	20.611981158407524	13.391904830932617	24.512607661499583	1.0268151760101318	0.966972002	2.5816590785980225	-1.45126001e-06
21.11525058746338	20.48904967456602	22.655131578445435	20.421514868656505	24.197113275527954	20.59495718463597	25.745902061462402	20.600205417089867	27.285857915878296	24.452557530734207	14.948775053024292	0.983807979	16.49261236190796	-1.59042327e-06
34.98529267311096	20.463537757033222	36.532076835632324	20.390013917469577	38.077030420303345	20.55885299146034	39.61984920501709	20.57663091449982	41.161694288253784	24.43556653465208	28.82363510131836	0.984507398	30.365511894226074	-1.40636784e-06
48.874130725860596	20.446112912664606	50.422035694122314	20.38537333097493	51.96096658706665	20.551836568014338	53.50384068489075	20.56397504126098	55.03474760055542	24.46706679828778	42.70656394958496	0.974072429	44.2494375705719	-1.86875703e-06
62.76714110374451	20.428109000735976	64.3079481124878	20.34368015684435	65.85692715644836	20.51740584083364	67.39967727661133	20.534784606454682	68.94354844093323	24.59098033734924	56.58958840370178	0.955649432	58.1345374584198	-3.06738664e-06
76.6708824634552	20.40548254961404	78.21575284004211	20.329120108977584	79.75269913673401	20.50278631943075	81.29551482200623	20.525879009134766	82.83938670158386	24.500855794721232	70.49739480018616	0.955458312	72.03627705574036	-1.612866e-06
90.57469964027405	20.408172188889345	92.13564920425415	20.34857297092842	93.68958902359009	20.508142515179674	95.23236918449402	20.517279721510313	96.77366733551025	24.529975241037747	84.3872458934784	0.964485724	85.93823194503784	-1.64878841e-06
104.50721001625061	20.375356051134784	106.04770970344543	20.30096774901531	107.58865427970886	20.472556484422512	109.13577151298523	20.48459177224804	110.67441844940186	24.662182788895926	98.33202075958252	0.995450845	99.87953901290894	-2.26381689e-06
118.38301396369934	20.361037936911885	119.92999577522278	20.295199830461925	121.46589541435242	20.46149155794189	123.00770020484924	20.463329276339763	124.54866075515747	24.603456775972088	112.22120428085327	0.985091981	113.76510262489319	-1.6847068e-06
132.2812044620514	20.32964516644281	133.80812430381775	20.271258179274945	135.3511447906494	20.43270584985296	136.89389634132385	20.4509671556992	138.4348509311676	24.45821949020069	126.09051060676575	0.974370089	127.64039397239685	-2.08874169e-06
146.13805866241455	20.31257564702553	147.70029592514038	20.26368084896042	149.24171686172485	20.428796211503872	150.7732639312744	20.433704493781743	152.32429265975952	24.53930465133516	139.9787027835846	0.984543734	141.51961159706116	-1.63083433e-06
160.0336275100708	20.308334003517025	161.56954789161682	20.236339085470586	163.1224603652954	20.40722502398264	164.66333079338074	20.434162634594227	166.20447969436646	24.51530853461257	153.86060786247253	0.985917706	155.40479731559753	-1.8104006e-06
173.9099636077881	20.304792436393576	175.46573996543884	20.22305552567386	176.9972095489502	20.392330350490703	178.54124283790588	20.40812328635146	180.0777735710144	24.62272695993516	167.75412321090698	0.973123514	169.30576848983765	-2.00343647e-06
187.75990080833435	20.293779084450644	189.30188584327698	20.23293647894583	190.84271359443665	20.39591567474565	192.3846983909607	20.403202147796225	193.930597782135	24.44042956731918	181.61326599121094	0.964295317	183.15219044685364	-1.04723077e-06
201.63174033164978	20.262700222530732	203.16041898727417	20.226501892796698	204.68990468978882	20.428263430117237	206.21806979179382	20.464569865263332	207.74901223182678	24.446083782294263	195.47354435920715	0.992384172	197.01848554611206	-2.21892868e-06
215.46740341186523	20.431614548378914	217.00631427764893	20.345386593315602	218.55242490768433	20.705872523498584	220.09211897850037	20.71417125698022	221.63408756256104	24.73716890793362	209.28019905090332	0.0312534639	210.8357036113739	-2.95965024e-06
229.3462426662445	20.52028342153669	230.883455991745	20.445914727840115	232.42440223693848	20.9358227423167	233.9642734527588	20.926204692192158	235.49326133728027	24.791937699590495	223.17895817756653	0.0312867558	224.72082448005676	-1.76551251e-06
243.21171116828918	20.65321082978273	244.7506241798401	20.21680624538727	246.29056596755981	20.127639830964796	247.83059763908386	20.163331853720063	249.36872553825378	24.70269871237414	237.0381088256836	0.0309667571	238.57929921150208	-2.34911627e-06
257.09497261047363	20.17056699497866	258.64405393600464	20.089309148783776	260.1819703578949	20.379299131929095	261.72586846351624	20.400340063940316	263.27376413345337	24.54856192844457	250.91472578048706	0.891228816	252.45951199531555	-1.25374142e-06
270.97131180763245	20.24481213447805	272.5132474899292	20.20248538023782	274.0561532974243	20.692338248364827	275.58979320526123	20.67272168488919	277.1290740966797	24.58327698626205	264.809716463089	0.0312339089	266.3528308868408	-2.20545784e-06
